,y_true,y_hat
6593,8.0,8.0
6594,8.0,8.0
6595,8.0,8.0
6596,8.0,8.0
6597,8.0,8.0
6598,8.0,8.0
6599,8.0,8.0
6600,8.0,8.0
6601,8.0,8.0
6602,8.0,8.0
6603,8.0,8.0
6604,8.0,8.0
6605,8.0,8.0
6606,8.0,8.0
6607,8.0,8.0
6608,8.0,8.0
6609,8.0,8.0
6610,8.0,8.0
6611,8.0,8.0
6612,8.0,8.0
6613,8.0,8.0
6614,8.0,8.0
6615,8.0,8.0
6616,8.0,8.0
6617,8.0,8.0
6618,8.0,8.0
6619,8.0,8.0
6620,8.0,8.0
6621,8.0,8.0
6622,8.0,8.0
6623,8.0,8.0
6624,8.0,8.0
6625,8.0,8.0
6626,8.0,8.0
6627,8.0,8.0
6628,8.0,8.0
6629,8.0,8.0
6630,8.0,8.0
6631,8.0,8.0
6632,8.0,8.0
6633,8.0,8.0
6634,8.0,8.0
6635,8.0,8.0
6636,8.0,8.0
6637,8.0,8.0
6638,8.0,8.0
6639,8.0,8.0
6640,8.0,8.0
6641,8.0,8.0
6642,8.0,8.0
6643,8.0,8.0
6644,8.0,8.0
6645,8.0,8.0
6646,8.0,8.0
6647,8.0,8.0
6648,8.0,8.0
6649,8.0,8.0
6650,8.0,8.0
6651,8.0,8.0
6652,8.0,8.0
6653,8.0,8.0
6654,8.0,8.0
6655,8.0,8.0
6656,8.0,8.0
6657,8.0,8.0
6658,8.0,8.0
6659,8.0,8.0
6660,8.0,8.0
6661,8.0,8.0
6662,8.0,8.0
6663,8.0,8.0
6664,8.0,8.0
6665,8.0,8.0
6666,8.0,8.0
6667,8.0,8.0
6668,8.0,8.0
6669,8.0,8.0
6670,8.0,8.0
6671,8.0,8.0
6672,8.0,8.0
6673,8.0,8.0
6674,8.0,8.0
6675,8.0,8.0
6676,8.0,8.0
6677,8.0,8.0
6678,8.0,8.0
6679,8.0,8.0
6680,8.0,8.0
6681,8.0,8.0
6682,8.0,8.0
6683,8.0,8.0
6684,8.0,8.0
6685,8.0,8.0
6686,8.0,8.0
6687,8.0,8.0
6688,8.0,8.0
6689,8.0,8.0
6690,8.0,8.0
6691,8.0,8.0
6692,8.0,8.0
6693,8.0,8.0
6694,8.0,8.0
6695,8.0,8.0
6696,8.0,8.0
6697,8.0,8.0
6698,8.0,8.0
6699,8.0,8.0
6700,8.0,8.0
6701,8.0,8.0
6702,8.0,8.0
6703,8.0,8.0
6704,8.0,8.0
6705,8.0,8.0
6706,8.0,8.0
6707,8.0,8.0
6708,8.0,8.0
6709,8.0,8.0
6710,8.0,8.0
6711,8.0,8.0
6712,8.0,8.0
6713,8.0,8.0
6714,8.0,8.0
6715,8.0,8.0
6716,8.0,8.0
6717,8.0,8.0
6718,8.0,8.0
6719,8.0,8.0
6720,8.0,8.0
6721,8.0,8.0
6722,8.0,8.0
6723,8.0,8.0
6724,8.0,8.0
6725,8.0,8.0
6726,8.0,8.0
6727,8.0,8.0
6728,8.0,8.0
6729,8.0,8.0
6730,8.0,8.0
6731,8.0,8.0
6732,8.0,8.0
6733,8.0,8.0
6734,8.0,8.0
6735,8.0,8.0
6736,8.0,8.0
6737,8.0,8.0
6738,8.0,8.0
6739,8.0,8.0
6740,8.0,8.0
6741,8.0,8.0
6742,8.0,8.0
6743,8.0,8.0
6744,8.0,8.0
6745,8.0,8.0
6746,8.0,8.0
6747,8.0,8.0
6748,8.0,8.0
6749,8.0,8.0
6750,8.0,8.0
6751,8.0,8.0
6752,8.0,8.0
6753,8.0,8.0
6754,8.0,8.0
6755,8.0,8.0
6756,8.0,8.0
6757,8.0,8.0
6758,8.0,8.0
6759,8.0,8.0
6760,8.0,8.0
6761,8.0,8.0
6762,8.0,8.0
6763,8.0,8.0
6764,8.0,8.0
6765,8.0,8.0
6766,8.0,8.0
6767,8.0,8.0
6768,8.0,8.0
6769,8.0,8.0
6770,8.0,8.0
6771,8.0,8.0
6772,8.0,8.0
6773,8.0,8.0
6774,8.0,8.0
6775,8.0,8.0
6776,8.0,8.0
6777,8.0,8.0
6778,8.0,8.0
6779,8.0,8.0
6780,8.0,8.0
6781,8.0,8.0
6782,8.0,8.0
6783,8.0,8.0
6784,8.0,8.0
6785,8.0,8.0
6786,8.0,8.0
6787,8.0,8.0
6788,8.0,8.0
6789,8.0,8.0
6790,8.0,8.0
6791,8.0,8.0
6792,8.0,8.0
6793,8.0,8.0
6794,8.0,8.0
6795,8.0,8.0
6796,8.0,8.0
6797,8.0,8.0
6798,8.0,8.0
6799,8.0,8.0
6800,8.0,8.0
6801,8.0,8.0
6802,8.0,8.0
6803,8.0,8.0
6804,8.0,8.0
6805,8.0,8.0
6806,8.0,8.0
6807,8.0,8.0
6808,8.0,8.0
6809,8.0,8.0
6810,8.0,8.0
6811,8.0,8.0
6812,8.0,8.0
6813,8.0,8.0
6814,8.0,8.0
6815,8.0,8.0
6816,8.0,8.0
6817,8.0,8.0
6818,8.0,8.0
6819,8.0,8.0
6820,8.0,8.0
6821,8.0,8.0
6822,8.0,8.0
6823,8.0,8.0
6824,8.0,8.0
6825,8.0,8.0
6826,8.0,8.0
6827,8.0,8.0
6828,8.0,8.0
6829,8.0,8.0
6830,8.0,8.0
6831,8.0,8.0
6832,8.0,8.0
6833,8.0,8.0
6834,8.0,8.0
6835,8.0,8.0
6836,8.0,8.0
6837,8.0,8.0
6838,8.0,8.0
6839,8.0,8.0
6840,8.0,8.0
6841,8.0,8.0
6842,8.0,8.0
6843,8.0,8.0
6844,8.0,8.0
6845,8.0,8.0
6846,8.0,8.0
6847,8.0,8.0
6848,8.0,8.0
6849,8.0,8.0
6850,8.0,8.0
6851,8.0,8.0
6852,8.0,8.0
6853,8.0,8.0
6854,8.0,8.0
6855,8.0,8.0
6856,8.0,8.0
6857,8.0,8.0
6858,8.0,8.0
6859,8.0,8.0
6860,8.0,8.0
6861,8.0,8.0
6862,8.0,8.0
6863,8.0,8.0
6864,8.0,8.0
6865,8.0,8.0
6866,8.0,8.0
6867,8.0,8.0
6868,8.0,8.0
6869,8.0,8.0
6870,8.0,8.0
6871,8.0,8.0
6872,8.0,8.0
6873,8.0,8.0
6874,8.0,8.0
6875,8.0,8.0
6876,8.0,8.0
6877,8.0,8.0
6878,8.0,8.0
6879,8.0,8.0
6880,8.0,8.0
6881,8.0,8.0
6882,8.0,8.0
6883,8.0,8.0
6884,8.0,8.0
6885,8.0,8.0
6886,8.0,8.0
6887,8.0,8.0
6888,8.0,8.0
6889,8.0,8.0
6890,8.0,8.0
6891,8.0,8.0
6892,8.0,8.0
6893,8.0,8.0
6894,8.0,8.0
6895,8.0,8.0
6896,8.0,8.0
6897,8.0,8.0
6898,8.0,8.0
6899,8.0,8.0
6900,8.0,8.0
6901,8.0,8.0
6902,8.0,8.0
6903,8.0,8.0
6904,8.0,8.0
6905,8.0,8.0
6906,8.0,8.0
6907,8.0,8.0
6908,8.0,8.0
6909,8.0,8.0
6910,8.0,8.0
6911,8.0,8.0
6912,8.0,8.0
6913,8.0,8.0
6914,8.0,8.0
6915,8.0,8.0
6916,8.0,8.0
6917,8.0,8.0
6918,8.0,8.0
6919,8.0,8.0
6920,8.0,8.0
6921,8.0,8.0
6922,8.0,8.0
6923,8.0,8.0
6924,8.0,8.0
6925,8.0,8.0
6926,8.0,8.0
6927,8.0,8.0
6928,8.0,8.0
6929,8.0,8.0
6930,8.0,8.0
6931,8.0,8.0
6932,8.0,8.0
6933,8.0,8.0
6934,8.0,8.0
6935,8.0,8.0
6936,8.0,8.0
6937,8.0,8.0
6938,8.0,8.0
6939,8.0,8.0
6940,8.0,8.0
6941,8.0,8.0
6942,8.0,8.0
6943,8.0,8.0
6944,8.0,8.0
6945,8.0,8.0
6946,8.0,8.0
6947,8.0,8.0
6948,8.0,8.0
6949,8.0,8.0
6950,8.0,8.0
6951,8.0,8.0
6952,8.0,8.0
6953,8.0,8.0
6954,8.0,8.0
6955,8.0,8.0
6956,8.0,8.0
6957,8.0,8.0
6958,8.0,8.0
6959,8.0,8.0
6960,8.0,8.0
6961,8.0,8.0
6962,8.0,8.0
6963,8.0,8.0
6964,8.0,8.0
6965,8.0,8.0
6966,8.0,8.0
6967,8.0,8.0
6968,8.0,8.0
6969,8.0,8.0
6970,8.0,8.0
6971,8.0,8.0
6972,8.0,8.0
6973,8.0,8.0
6974,8.0,8.0
6975,8.0,8.0
6976,8.0,8.0
6977,8.0,8.0
6978,8.0,8.0
6979,8.0,8.0
6980,8.0,8.0
6981,8.0,8.0
6982,8.0,8.0
6983,8.0,8.0
6984,8.0,8.0
6985,8.0,8.0
6986,8.0,8.0
6987,8.0,8.0
6988,8.0,8.0
6989,8.0,8.0
6990,8.0,8.0
6991,8.0,8.0
6992,8.0,8.0
6993,8.0,8.0
6994,8.0,8.0
6995,8.0,8.0
6996,8.0,8.0
6997,8.0,8.0
6998,8.0,8.0
6999,30.0,8.0
7000,30.0,8.0
7001,30.0,8.0
7002,30.0,8.0
7003,30.0,8.0
7004,30.0,8.0
7005,30.0,8.0
7006,30.0,8.0
7007,30.0,8.0
7008,30.0,8.0
7009,30.0,8.0
7010,30.0,8.0
7011,8.0,8.0
7012,8.0,8.0
7013,8.0,8.0
7014,8.0,8.0
7015,8.0,8.0
7016,8.0,8.0
7017,8.0,8.0
7018,8.0,8.0
7019,8.0,8.0
7020,8.0,8.0
7021,8.0,8.0
7022,8.0,8.0
7023,8.0,8.0
7024,8.0,8.0
7025,8.0,8.0
7026,8.0,8.0
7027,8.0,8.0
7028,8.0,8.0
7029,8.0,8.0
7030,8.0,8.0
7031,8.0,8.0
7032,8.0,8.0
7033,8.0,8.0
7034,8.0,8.0
7035,8.0,8.0
7036,8.0,8.0
7037,8.0,8.0
7038,8.0,8.0
7039,8.0,8.0
7040,8.0,8.0
7041,8.0,8.0
7042,8.0,8.0
7043,8.0,8.0
7044,8.0,8.0
7045,8.0,8.0
7046,8.0,8.0
7047,8.0,8.0
7048,8.0,8.0
7049,8.0,8.0
7050,8.0,8.0
7051,8.0,8.0
7052,8.0,8.0
7053,8.0,8.0
7054,8.0,8.0
7055,8.0,8.0
7056,8.0,8.0
7057,8.0,8.0
7058,8.0,8.0
7059,8.0,8.0
7060,8.0,8.0
7061,8.0,8.0
7062,8.0,8.0
7063,8.0,8.0
7064,8.0,8.0
7065,8.0,8.0
7066,8.0,8.0
7067,8.0,8.0
7068,8.0,8.0
7069,8.0,8.0
7070,8.0,8.0
7071,8.0,8.0
7072,8.0,8.0
7073,8.0,8.0
7074,8.0,8.0
7075,8.0,8.0
7076,8.0,8.0
7077,8.0,8.0
7078,8.0,8.0
7079,8.0,8.0
7080,8.0,8.0
7081,8.0,8.0
7082,8.0,8.0
7083,8.0,8.0
7084,8.0,8.0
7085,8.0,8.0
7086,8.0,8.0
7087,8.0,8.0
7088,8.0,8.0
7089,8.0,8.0
7090,8.0,8.0
7091,8.0,8.0
7092,8.0,8.0
7093,8.0,8.0
7094,8.0,8.0
7095,8.0,8.0
7096,8.0,8.0
7097,8.0,8.0
7098,8.0,8.0
7099,8.0,8.0
7100,8.0,8.0
7101,8.0,8.0
7102,8.0,8.0
7103,8.0,8.0
7104,8.0,8.0
7105,8.0,8.0
7106,8.0,8.0
7107,8.0,8.0
7108,8.0,8.0
7109,8.0,8.0
7110,8.0,8.0
7111,8.0,8.0
7112,8.0,8.0
7113,8.0,8.0
7114,8.0,8.0
7115,8.0,8.0
7116,8.0,8.0
7117,8.0,8.0
7118,8.0,8.0
7119,8.0,8.0
7120,8.0,8.0
7121,8.0,8.0
7122,8.0,8.0
7123,8.0,8.0
7124,8.0,8.0
7125,8.0,8.0
7126,8.0,8.0
7127,8.0,8.0
7128,8.0,8.0
7129,8.0,8.0
7130,8.0,8.0
7131,8.0,8.0
7132,8.0,8.0
7133,8.0,8.0
7134,8.0,8.0
7135,8.0,8.0
7136,8.0,8.0
7137,8.0,8.0
7138,8.0,8.0
7139,8.0,8.0
7140,8.0,8.0
7141,8.0,8.0
7142,8.0,8.0
7143,8.0,8.0
7144,8.0,8.0
7145,8.0,8.0
7146,8.0,8.0
7147,8.0,8.0
7148,8.0,8.0
7149,8.0,8.0
7150,8.0,8.0
7151,8.0,8.0
7152,8.0,8.0
7153,8.0,8.0
7154,8.0,8.0
7155,8.0,8.0
7156,8.0,8.0
7157,8.0,8.0
7158,8.0,8.0
7159,8.0,8.0
7160,8.0,8.0
7161,8.0,8.0
7162,8.0,8.0
7163,8.0,8.0
7164,8.0,8.0
7165,8.0,8.0
7166,8.0,8.0
7167,8.0,8.0
7168,8.0,8.0
7169,8.0,8.0
7170,8.0,8.0
7171,8.0,8.0
7172,8.0,8.0
7173,8.0,8.0
7174,8.0,8.0
7175,8.0,8.0
7176,8.0,8.0
7177,8.0,8.0
7178,8.0,8.0
7179,8.0,8.0
7180,8.0,8.0
7181,8.0,8.0
7182,8.0,8.0
7183,8.0,8.0
7184,8.0,8.0
7185,8.0,8.0
7186,8.0,8.0
7187,8.0,8.0
7188,8.0,8.0
7189,8.0,8.0
7190,8.0,8.0
7191,8.0,8.0
7192,8.0,8.0
7193,8.0,8.0
7194,8.0,8.0
7195,8.0,8.0
7196,8.0,8.0
7197,8.0,8.0
7198,8.0,8.0
7199,8.0,8.0
7200,8.0,8.0
7201,8.0,8.0
7202,8.0,8.0
7203,8.0,8.0
7204,8.0,8.0
7205,8.0,8.0
7206,8.0,8.0
7207,8.0,8.0
7208,8.0,8.0
7209,8.0,8.0
7210,8.0,8.0
7211,8.0,8.0
7212,8.0,8.0
7213,8.0,8.0
7214,8.0,8.0
7215,8.0,8.0
7216,8.0,8.0
7217,8.0,8.0
7218,8.0,8.0
7219,8.0,8.0
7220,8.0,8.0
7221,8.0,8.0
7222,8.0,8.0
7223,8.0,8.0
7224,8.0,8.0
7225,8.0,8.0
7226,8.0,8.0
7227,8.0,8.0
7228,8.0,8.0
7229,8.0,8.0
7230,8.0,8.0
7231,8.0,8.0
7232,8.0,8.0
7233,8.0,8.0
7234,8.0,8.0
7235,8.0,8.0
7236,8.0,8.0
7237,8.0,8.0
7238,8.0,8.0
7239,8.0,8.0
7240,8.0,8.0
7241,8.0,8.0
7242,8.0,8.0
7243,8.0,8.0
7244,8.0,8.0
7245,8.0,8.0
7246,8.0,8.0
7247,8.0,8.0
7248,8.0,8.0
7249,8.0,8.0
7250,8.0,8.0
7251,8.0,8.0
7252,8.0,8.0
7253,8.0,8.0
7254,8.0,8.0
7255,8.0,8.0
7256,8.0,8.0
7257,8.0,8.0
7258,8.0,8.0
7259,8.0,8.0
7260,8.0,8.0
7261,8.0,8.0
7262,8.0,8.0
7263,8.0,8.0
7264,8.0,8.0
7265,8.0,8.0
7266,8.0,8.0
7267,8.0,8.0
7268,8.0,8.0
7269,8.0,8.0
7270,8.0,8.0
7271,8.0,8.0
7272,8.0,8.0
7273,8.0,8.0
7274,8.0,8.0
7275,8.0,8.0
7276,8.0,8.0
7277,8.0,8.0
7278,8.0,8.0
7279,8.0,8.0
7280,8.0,8.0
7281,8.0,8.0
7282,8.0,8.0
7283,8.0,8.0
7284,8.0,8.0
7285,8.0,8.0
7286,8.0,8.0
7287,8.0,8.0
7288,8.0,8.0
7289,8.0,8.0
7290,8.0,8.0
7291,8.0,8.0
7292,8.0,8.0
7293,8.0,8.0
7294,8.0,8.0
7295,8.0,8.0
7296,8.0,8.0
7297,8.0,8.0
7298,8.0,8.0
7299,8.0,8.0
7300,8.0,8.0
7301,8.0,8.0
7302,8.0,8.0
7303,8.0,8.0
7304,8.0,8.0
7305,8.0,8.0
7306,8.0,8.0
7307,8.0,8.0
7308,8.0,8.0
7309,8.0,8.0
7310,8.0,8.0
7311,8.0,8.0
7312,8.0,8.0
7313,8.0,8.0
7314,8.0,8.0
7315,8.0,8.0
7316,8.0,8.0
7317,8.0,8.0
7318,8.0,8.0
7319,8.0,8.0
7320,8.0,8.0
7321,8.0,8.0
7322,8.0,8.0
7323,8.0,8.0
7324,8.0,8.0
7325,8.0,8.0
7326,8.0,8.0
7327,8.0,8.0
7328,8.0,8.0
7329,8.0,8.0
7330,8.0,8.0
7331,8.0,8.0
7332,8.0,8.0
7333,8.0,8.0
7334,8.0,8.0
7335,8.0,8.0
7336,8.0,8.0
7337,8.0,8.0
7338,8.0,8.0
7339,8.0,8.0
7340,8.0,8.0
7341,8.0,8.0
7342,8.0,8.0
7343,8.0,8.0
7344,8.0,8.0
7345,8.0,8.0
7346,8.0,8.0
7347,8.0,8.0
7348,8.0,8.0
7349,8.0,8.0
7350,8.0,8.0
7351,8.0,8.0
7352,8.0,8.0
7353,8.0,8.0
7354,8.0,8.0
7355,8.0,8.0
7356,8.0,8.0
7357,8.0,8.0
7358,8.0,8.0
7359,8.0,8.0
7360,8.0,8.0
7361,8.0,8.0
7362,8.0,8.0
7363,8.0,8.0
7364,8.0,8.0
7365,8.0,8.0
7366,8.0,8.0
7367,8.0,8.0
7368,8.0,8.0
7369,8.0,8.0
7370,8.0,8.0
7371,8.0,8.0
7372,8.0,8.0
7373,8.0,8.0
7374,8.0,8.0
7375,8.0,8.0
7376,8.0,8.0
7377,8.0,8.0
7378,8.0,8.0
7379,8.0,8.0
7380,8.0,8.0
7381,8.0,8.0
7382,8.0,8.0
7383,8.0,8.0
7384,8.0,8.0
7385,8.0,8.0
7386,8.0,8.0
7387,8.0,8.0
7388,8.0,8.0
7389,8.0,8.0
7390,8.0,8.0
7391,8.0,8.0
7392,8.0,8.0
7393,8.0,8.0
7394,8.0,8.0
7395,8.0,8.0
7396,8.0,8.0
7397,8.0,8.0
7398,8.0,8.0
7399,8.0,8.0
7400,8.0,8.0
7401,8.0,8.0
7402,8.0,8.0
7403,8.0,8.0
7404,8.0,8.0
7405,8.0,8.0
7406,8.0,8.0
7407,8.0,8.0
7408,8.0,8.0
7409,8.0,8.0
7410,8.0,8.0
7411,8.0,8.0
7412,8.0,8.0
7413,8.0,8.0
7414,8.0,8.0
7415,8.0,8.0
7416,8.0,8.0
7417,8.0,8.0
7418,8.0,8.0
7419,8.0,8.0
7420,8.0,8.0
7421,8.0,8.0
7422,8.0,8.0
7423,8.0,8.0
7424,8.0,8.0
7425,8.0,8.0
7426,8.0,8.0
7427,8.0,8.0
7428,8.0,8.0
7429,8.0,8.0
7430,8.0,8.0
7431,8.0,8.0
7432,8.0,8.0
7433,8.0,8.0
7434,8.0,8.0
7435,8.0,8.0
7436,8.0,8.0
7437,8.0,8.0
7438,8.0,8.0
7439,8.0,8.0
7440,8.0,8.0
7441,8.0,8.0
7442,8.0,8.0
7443,8.0,8.0
7444,8.0,8.0
7445,8.0,8.0
7446,8.0,8.0
7447,8.0,8.0
7448,8.0,8.0
7449,8.0,8.0
7450,8.0,8.0
7451,8.0,8.0
7452,8.0,8.0
7453,8.0,8.0
7454,8.0,8.0
7455,8.0,8.0
7456,8.0,8.0
7457,8.0,8.0
7458,8.0,8.0
7459,8.0,8.0
7460,8.0,8.0
7461,8.0,8.0
7462,8.0,8.0
7463,8.0,8.0
7464,8.0,8.0
7465,8.0,8.0
7466,8.0,8.0
7467,8.0,8.0
7468,8.0,8.0
7469,8.0,8.0
7470,8.0,8.0
7471,8.0,8.0
7472,8.0,8.0
7473,8.0,8.0
7474,8.0,8.0
7475,8.0,8.0
7476,8.0,8.0
7477,8.0,8.0
7478,8.0,8.0
7479,8.0,8.0
7480,8.0,8.0
7481,8.0,8.0
7482,8.0,8.0
7483,8.0,8.0
7484,8.0,8.0
7485,8.0,8.0
7486,8.0,8.0
7487,8.0,8.0
7488,8.0,8.0
7489,8.0,8.0
7490,8.0,8.0
7491,8.0,8.0
7492,8.0,8.0
7493,8.0,8.0
7494,8.0,8.0
7495,8.0,8.0
7496,8.0,8.0
7497,8.0,8.0
7498,8.0,8.0
7499,8.0,8.0
7500,8.0,8.0
7501,8.0,8.0
7502,8.0,8.0
7503,8.0,8.0
7504,8.0,8.0
7505,8.0,8.0
7506,8.0,8.0
7507,8.0,8.0
7508,8.0,8.0
7509,8.0,8.0
7510,8.0,8.0
7511,8.0,8.0
7512,8.0,8.0
7513,8.0,8.0
7514,8.0,8.0
7515,8.0,8.0
7516,8.0,8.0
7517,8.0,8.0
7518,8.0,8.0
7519,8.0,8.0
7520,8.0,8.0
7521,8.0,8.0
7522,8.0,8.0
7523,8.0,8.0
7524,8.0,8.0
7525,8.0,8.0
7526,8.0,8.0
7527,8.0,8.0
7528,8.0,8.0
7529,8.0,8.0
7530,8.0,8.0
7531,8.0,8.0
7532,8.0,8.0
7533,8.0,8.0
7534,8.0,8.0
7535,8.0,8.0
7536,8.0,8.0
7537,8.0,8.0
7538,8.0,8.0
7539,8.0,8.0
7540,8.0,8.0
7541,8.0,8.0
7542,8.0,8.0
7543,8.0,8.0
7544,8.0,8.0
7545,8.0,8.0
7546,8.0,8.0
7547,8.0,8.0
7548,8.0,8.0
7549,8.0,8.0
7550,8.0,8.0
7551,8.0,8.0
7552,8.0,8.0
7553,8.0,8.0
7554,8.0,8.0
7555,8.0,8.0
7556,8.0,8.0
7557,8.0,8.0
7558,8.0,8.0
7559,8.0,8.0
7560,8.0,8.0
7561,8.0,8.0
7562,8.0,8.0
7563,8.0,8.0
7564,8.0,8.0
7565,8.0,8.0
7566,8.0,8.0
7567,8.0,8.0
7568,8.0,8.0
7569,8.0,8.0
7570,8.0,8.0
7571,8.0,8.0
7572,8.0,8.0
7573,8.0,8.0
7574,8.0,8.0
7575,8.0,8.0
7576,8.0,8.0
7577,8.0,8.0
7578,8.0,8.0
7579,8.0,8.0
7580,8.0,8.0
7581,8.0,8.0
7582,8.0,8.0
7583,8.0,8.0
7584,8.0,8.0
7585,8.0,8.0
7586,8.0,8.0
7587,8.0,8.0
7588,8.0,8.0
7589,8.0,8.0
7590,8.0,8.0
7591,8.0,8.0
7592,8.0,8.0
7593,8.0,8.0
7594,8.0,8.0
7595,8.0,8.0
7596,8.0,8.0
7597,8.0,8.0
7598,8.0,8.0
7599,8.0,8.0
7600,8.0,8.0
7601,8.0,8.0
7602,8.0,8.0
7603,8.0,8.0
7604,8.0,8.0
7605,8.0,8.0
7606,8.0,8.0
7607,8.0,8.0
7608,8.0,8.0
7609,8.0,8.0
7610,8.0,8.0
7611,8.0,8.0
7612,8.0,8.0
7613,8.0,8.0
7614,8.0,8.0
7615,8.0,8.0
7616,8.0,8.0
7617,8.0,8.0
7618,8.0,8.0
7619,8.0,8.0
7620,8.0,8.0
7621,8.0,8.0
7622,8.0,8.0
7623,8.0,8.0
7624,8.0,8.0
7625,8.0,8.0
7626,8.0,8.0
7627,8.0,8.0
7628,8.0,8.0
7629,8.0,8.0
7630,8.0,8.0
7631,8.0,8.0
7632,8.0,8.0
7633,8.0,8.0
7634,8.0,8.0
7635,8.0,8.0
7636,8.0,8.0
7637,8.0,8.0
7638,8.0,8.0
7639,8.0,8.0
7640,8.0,8.0
7641,8.0,8.0
7642,8.0,8.0
7643,8.0,8.0
7644,8.0,8.0
7645,8.0,8.0
7646,8.0,8.0
7647,8.0,8.0
7648,8.0,8.0
7649,8.0,8.0
7650,8.0,8.0
7651,8.0,8.0
7652,8.0,8.0
7653,8.0,8.0
7654,8.0,8.0
7655,8.0,8.0
7656,8.0,8.0
7657,8.0,8.0
7658,8.0,8.0
7659,8.0,8.0
7660,8.0,8.0
7661,8.0,8.0
7662,8.0,8.0
7663,8.0,8.0
7664,8.0,8.0
7665,8.0,8.0
7666,8.0,8.0
7667,8.0,8.0
7668,8.0,8.0
7669,8.0,8.0
7670,8.0,8.0
7671,8.0,8.0
7672,8.0,8.0
7673,8.0,8.0
7674,8.0,8.0
7675,8.0,8.0
7676,8.0,8.0
7677,8.0,8.0
7678,8.0,8.0
7679,8.0,8.0
7680,8.0,8.0
7681,8.0,8.0
7682,8.0,8.0
7683,8.0,8.0
7684,8.0,8.0
7685,8.0,8.0
7686,8.0,8.0
7687,8.0,8.0
7688,8.0,8.0
7689,8.0,8.0
7690,8.0,8.0
7691,8.0,8.0
7692,8.0,8.0
7693,8.0,8.0
7694,8.0,8.0
7695,8.0,8.0
7696,8.0,8.0
7697,8.0,8.0
7698,8.0,8.0
7699,8.0,8.0
7700,8.0,8.0
7701,8.0,8.0
7702,8.0,8.0
7703,8.0,8.0
7704,8.0,8.0
7705,8.0,8.0
7706,8.0,8.0
7707,8.0,8.0
7708,8.0,8.0
7709,8.0,8.0
7710,8.0,8.0
7711,8.0,8.0
7712,8.0,8.0
7713,8.0,8.0
7714,8.0,8.0
7715,8.0,8.0
7716,8.0,8.0
7717,8.0,8.0
7718,8.0,8.0
7719,8.0,8.0
7720,8.0,8.0
7721,8.0,8.0
7722,8.0,8.0
7723,8.0,8.0
7724,8.0,8.0
7725,8.0,8.0
7726,8.0,8.0
7727,8.0,8.0
7728,8.0,8.0
7729,8.0,8.0
7730,8.0,8.0
7731,8.0,8.0
7732,8.0,8.0
7733,8.0,8.0
7734,8.0,8.0
7735,8.0,8.0
7736,8.0,8.0
7737,8.0,8.0
7738,8.0,8.0
7739,8.0,8.0
7740,8.0,8.0
7741,8.0,8.0
7742,8.0,8.0
7743,8.0,8.0
7744,8.0,8.0
7745,8.0,8.0
7746,8.0,8.0
7747,8.0,8.0
7748,8.0,8.0
7749,8.0,8.0
7750,8.0,8.0
7751,8.0,8.0
7752,8.0,8.0
7753,8.0,8.0
7754,8.0,8.0
7755,8.0,8.0
7756,8.0,8.0
7757,8.0,8.0
7758,8.0,8.0
7759,8.0,8.0
7760,8.0,8.0
7761,8.0,8.0
7762,8.0,8.0
7763,8.0,8.0
7764,8.0,8.0
7765,8.0,8.0
7766,8.0,8.0
7767,8.0,8.0
7768,8.0,8.0
7769,8.0,8.0
7770,8.0,8.0
7771,8.0,8.0
7772,8.0,8.0
7773,8.0,8.0
7774,8.0,8.0
7775,8.0,8.0
7776,8.0,8.0
7777,8.0,8.0
7778,8.0,8.0
7779,8.0,8.0
7780,8.0,8.0
7781,8.0,8.0
7782,8.0,8.0
7783,8.0,8.0
7784,8.0,8.0
7785,8.0,8.0
7786,8.0,8.0
7787,8.0,8.0
7788,8.0,8.0
7789,8.0,8.0
7790,8.0,8.0
7791,8.0,8.0
7792,8.0,8.0
7793,8.0,8.0
7794,8.0,8.0
7795,8.0,8.0
7796,8.0,8.0
7797,8.0,8.0
7798,8.0,8.0
7799,8.0,8.0
7800,8.0,8.0
7801,8.0,8.0
7802,8.0,8.0
7803,8.0,8.0
7804,8.0,8.0
7805,8.0,8.0
7806,8.0,8.0
7807,8.0,8.0
7808,8.0,8.0
7809,8.0,8.0
7810,8.0,8.0
7811,8.0,8.0
7812,8.0,8.0
7813,8.0,8.0
7814,8.0,8.0
7815,8.0,8.0
7816,8.0,8.0
7817,8.0,8.0
7818,8.0,8.0
7819,8.0,8.0
7820,8.0,8.0
7821,8.0,8.0
7822,8.0,8.0
7823,8.0,8.0
7824,8.0,8.0
7825,8.0,8.0
7826,8.0,8.0
7827,8.0,8.0
7828,8.0,8.0
7829,8.0,8.0
7830,8.0,8.0
7831,8.0,8.0
7832,8.0,8.0
7833,8.0,8.0
7834,8.0,8.0
7835,8.0,8.0
7836,8.0,8.0
7837,8.0,8.0
7838,8.0,8.0
7839,8.0,8.0
7840,8.0,8.0
7841,8.0,8.0
7842,8.0,8.0
7843,8.0,8.0
7844,8.0,8.0
7845,8.0,8.0
7846,8.0,8.0
7847,8.0,8.0
7848,8.0,8.0
7849,8.0,8.0
7850,30.0,8.0
7851,30.0,8.0
7852,30.0,8.0
7853,30.0,8.0
7854,30.0,8.0
7855,30.0,8.0
7856,30.0,8.0
7857,30.0,8.0
7858,30.0,8.0
7859,30.0,8.0
7860,30.0,8.0
7861,30.0,8.0
7862,8.0,8.0
7863,8.0,8.0
