,amplitude,label,time [s]
10899,7.54,8.0,1594225833.4227328
10900,14.72,8.0,1594225833.432509
10901,4.25,8.0,1594225833.442285
10902,2.85,8.0,1594225833.4520614
10903,-0.17,8.0,1594225833.4618373
10904,7.16,8.0,1594225833.4716134
10905,-10.97,8.0,1594225833.4813895
10906,-6.45,8.0,1594225833.4911654
10907,-1.46,8.0,1594225833.5009418
10908,-13.76,8.0,1594225833.5107179
10909,-4.63,8.0,1594225833.520494
10910,-7.71,8.0,1594225833.5302699
10911,-5.99,8.0,1594225833.5400462
10912,-4.59,8.0,1594225833.5498226
10913,-8.6,8.0,1594225833.5595984
10914,9.35,8.0,1594225833.5693743
10915,28.23,8.0,1594225833.5791507
10916,15.18,8.0,1594225833.5889268
10917,-2.5,8.0,1594225833.598703
10918,-6.22,8.0,1594225833.608479
10919,6.44,8.0,1594225833.6182554
10920,9.45,8.0,1594225833.6280313
10921,7.74,8.0,1594225833.6378074
10922,1.37,8.0,1594225833.6475835
10923,-26.36,8.0,1594225833.6573596
10924,-17.72,8.0,1594225833.6671355
10925,6.34,8.0,1594225833.6769118
10926,8.45,8.0,1594225833.6866882
10927,-7.24,8.0,1594225833.696464
10928,-4.95,8.0,1594225833.7062402
10929,-23.69,8.0,1594225833.7160163
10930,-8.8,8.0,1594225833.7257926
10931,-0.92,8.0,1594225833.7355685
10932,9.52,8.0,1594225833.7453446
10933,9.28,8.0,1594225833.7551208
10934,-7.13,8.0,1594225833.7648964
10935,-6.98,8.0,1594225833.774673
10936,-16.97,8.0,1594225833.784449
10937,-14.67,8.0,1594225833.7942252
10938,3.71,8.0,1594225833.804001
10939,4.55,8.0,1594225833.8137774
10940,4.34,8.0,1594225833.8235536
10941,12.54,8.0,1594225833.8333294
10942,16.1,8.0,1594225833.8431056
10943,9.5,8.0,1594225833.8528821
10944,-11.37,8.0,1594225833.862658
10945,-2.02,8.0,1594225833.872434
10946,-6.33,8.0,1594225833.8822105
10947,-6.5,8.0,1594225833.8919866
10948,8.18,8.0,1594225833.9017625
10949,1.26,8.0,1594225833.9115384
10950,-10.19,8.0,1594225833.921315
10951,-11.31,8.0,1594225833.9310908
10952,-2.26,8.0,1594225833.940867
10953,2.98,8.0,1594225833.950643
10954,20.17,8.0,1594225833.9604194
10955,0.7,8.0,1594225833.9701953
10956,0.58,8.0,1594225833.9799714
10957,-11.5,8.0,1594225833.9897475
10958,-17.72,8.0,1594225833.9995234
10959,-15.36,8.0,1594225834.0092998
10960,-13.5,8.0,1594225834.0190759
10961,-18.26,8.0,1594225834.028852
10962,9.78,8.0,1594225834.0386279
10963,23.83,8.0,1594225834.0484042
10964,6.93,8.0,1594225834.0581806
10965,1.12,8.0,1594225834.0679564
10966,9.08,8.0,1594225834.0777323
10967,-3.38,8.0,1594225834.0875087
10968,-6.67,8.0,1594225834.0972848
10969,-6.21,8.0,1594225834.107061
10970,8.59,8.0,1594225834.116837
10971,-3.93,8.0,1594225834.1266134
10972,-4.25,8.0,1594225834.1363893
10973,13.97,8.0,1594225834.1461654
10974,-0.82,8.0,1594225834.1559415
10975,13.6,8.0,1594225834.1657176
10976,15.79,8.0,1594225834.1754935
10977,13.52,8.0,1594225834.1852698
10978,6.68,8.0,1594225834.1950462
10979,-16.1,8.0,1594225834.204822
10980,-9.82,8.0,1594225834.2145982
10981,-21.57,8.0,1594225834.2243745
10982,-14.51,8.0,1594225834.2341506
10983,-2.15,8.0,1594225834.2439265
10984,10.92,8.0,1594225834.2537026
10985,13.83,8.0,1594225834.2634788
10986,15.65,8.0,1594225834.2732544
10987,14.3,8.0,1594225834.283031
10988,20.88,8.0,1594225834.292807
10989,7.15,8.0,1594225834.3025832
10990,0.52,8.0,1594225834.312359
10991,9.15,8.0,1594225834.3221354
10992,6.97,8.0,1594225834.3319116
10993,-10.61,8.0,1594225834.3416874
10994,-22.32,8.0,1594225834.3514636
10995,-10.3,8.0,1594225834.3612401
10996,5.0,8.0,1594225834.371016
10997,-5.34,8.0,1594225834.380792
10998,-13.9,8.0,1594225834.3905685
10999,2.53,8.0,1594225834.4003446
11000,-3.03,8.0,1594225834.4101205
11001,-0.69,8.0,1594225834.4198966
11002,4.06,8.0,1594225834.4296727
11003,-0.12,8.0,1594225834.4394488
11004,4.24,8.0,1594225834.449225
11005,-1.34,8.0,1594225834.459001
11006,-1.5,8.0,1594225834.4687777
11007,-9.49,8.0,1594225834.4785533
11008,-11.49,8.0,1594225834.4883294
11009,-12.32,8.0,1594225834.4981055
11010,0.32,8.0,1594225834.5078814
11011,17.22,8.0,1594225834.5176578
11012,1.93,8.0,1594225834.5274339
11013,-13.86,8.0,1594225834.53721
11014,26.26,8.0,1594225834.5469859
11015,15.96,8.0,1594225834.5567622
11016,-16.99,8.0,1594225834.5665386
11017,6.37,8.0,1594225834.5763144
11018,-7.67,8.0,1594225834.5860903
11019,-19.63,8.0,1594225834.5958667
11020,0.07,8.0,1594225834.6056428
11021,-0.3,8.0,1594225834.615419
11022,-7.88,8.0,1594225834.625195
11023,-9.68,8.0,1594225834.6349714
11024,1.52,8.0,1594225834.6447473
11025,2.14,8.0,1594225834.6545234
11026,-12.96,8.0,1594225834.6642995
11027,0.73,8.0,1594225834.6740756
11028,5.54,8.0,1594225834.6838515
11029,11.77,8.0,1594225834.6936278
11030,-1.46,8.0,1594225834.703404
11031,-14.67,8.0,1594225834.71318
11032,-2.36,8.0,1594225834.7229562
11033,13.82,8.0,1594225834.7327325
11034,-5.75,8.0,1594225834.7425086
11035,-12.75,8.0,1594225834.7522845
11036,-13.57,8.0,1594225834.7620606
11037,7.65,8.0,1594225834.7718368
11038,-7.83,8.0,1594225834.7816124
11039,-10.7,8.0,1594225834.791389
11040,17.02,8.0,1594225834.801165
11041,14.01,8.0,1594225834.8109412
11042,0.8,8.0,1594225834.820717
11043,-5.79,8.0,1594225834.8304935
11044,29.67,8.0,1594225834.8402696
11045,23.58,8.0,1594225834.8500454
11046,13.68,8.0,1594225834.8598218
11047,14.72,8.0,1594225834.8695982
11048,3.85,8.0,1594225834.879374
11049,-4.43,8.0,1594225834.88915
11050,-25.61,8.0,1594225834.8989265
11051,-24.18,8.0,1594225834.9087026
11052,-2.25,8.0,1594225834.9184785
11053,0.82,8.0,1594225834.9282546
11054,2.05,8.0,1594225834.9380307
11055,-11.46,8.0,1594225834.9478068
11056,8.97,8.0,1594225834.957583
11057,16.31,8.0,1594225834.967359
11058,6.46,8.0,1594225834.9771352
11059,15.18,8.0,1594225834.9869113
11060,20.4,8.0,1594225834.9966874
11061,30.75,8.0,1594225835.0064635
11062,32.81,8.0,1594225835.0162394
11063,4.23,8.0,1594225835.0260158
11064,-1.98,8.0,1594225835.0357919
11065,-9.36,8.0,1594225835.045568
11066,-23.51,8.0,1594225835.0553439
11067,-38.51,8.0,1594225835.0651202
11068,-14.57,8.0,1594225835.0748966
11069,-8.27,8.0,1594225835.0846725
11070,-10.07,8.0,1594225835.0944483
11071,-0.38,8.0,1594225835.104225
11072,-0.31,8.0,1594225835.1140008
11073,-5.42,8.0,1594225835.123777
11074,7.0,8.0,1594225835.133553
11075,-8.81,8.0,1594225835.1433294
11076,-8.4,8.0,1594225835.1531053
11077,-1.02,8.0,1594225835.1628814
11078,7.06,8.0,1594225835.1726575
11079,5.68,8.0,1594225835.1824336
11080,1.28,8.0,1594225835.1922095
11081,17.5,8.0,1594225835.2019858
11082,24.27,8.0,1594225835.211762
11083,13.8,8.0,1594225835.221538
11084,-3.75,8.0,1594225835.2313142
11085,5.96,8.0,1594225835.2410905
11086,2.85,8.0,1594225835.2508664
11087,7.83,8.0,1594225835.2606425
11088,-11.2,8.0,1594225835.2704186
11089,2.09,8.0,1594225835.2801948
11090,5.08,8.0,1594225835.2899704
11091,-11.09,8.0,1594225835.299747
11092,-17.81,8.0,1594225835.309523
11093,-6.74,8.0,1594225835.3192992
11094,7.37,8.0,1594225835.329075
11095,11.98,8.0,1594225835.3388515
11096,-0.5,8.0,1594225835.3486276
11097,1.39,8.0,1594225835.3584034
11098,13.76,8.0,1594225835.3681798
11099,-3.28,8.0,1594225835.3779562
11100,-17.5,8.0,1594225835.387732
11101,-15.34,8.0,1594225835.397508
11102,-7.11,8.0,1594225835.4072845
11103,0.05,8.0,1594225835.4170606
11104,-10.16,8.0,1594225835.4268365
11105,-14.28,8.0,1594225835.4366126
11106,-15.09,8.0,1594225835.4463887
11107,-1.28,8.0,1594225835.4561648
11108,1.82,8.0,1594225835.465941
11109,-8.22,8.0,1594225835.475717
11110,-5.96,8.0,1594225835.4854932
11111,-1.12,8.0,1594225835.4952693
11112,10.99,8.0,1594225835.5050454
11113,-2.03,8.0,1594225835.5148215
11114,-4.77,8.0,1594225835.5245974
11115,-14.38,8.0,1594225835.5343738
11116,1.38,8.0,1594225835.54415
11117,5.82,8.0,1594225835.553926
11118,7.67,8.0,1594225835.5637019
11119,11.28,8.0,1594225835.5734782
11120,13.53,8.0,1594225835.5832546
11121,24.84,8.0,1594225835.5930305
11122,14.0,8.0,1594225835.6028063
11123,0.58,8.0,1594225835.612583
11124,-8.57,8.0,1594225835.6223588
11125,0.84,8.0,1594225835.632135
11126,-13.24,8.0,1594225835.641911
11127,-19.6,8.0,1594225835.6516874
11128,6.9,8.0,1594225835.6614633
11129,26.01,8.0,1594225835.6712394
11130,13.85,8.0,1594225835.6810155
11131,11.48,8.0,1594225835.6907914
11132,2.31,8.0,1594225835.7005675
11133,4.74,8.0,1594225835.7103438
11134,3.81,8.0,1594225835.72012
11135,6.54,8.0,1594225835.729896
11136,1.2,8.0,1594225835.7396722
11137,12.05,8.0,1594225835.7494485
11138,9.47,8.0,1594225835.7592244
11139,3.82,8.0,1594225835.7690005
11140,-12.37,8.0,1594225835.7787766
11141,-11.47,8.0,1594225835.7885528
11142,-6.84,8.0,1594225835.7983284
11143,-16.23,8.0,1594225835.808105
11144,-18.81,8.0,1594225835.817881
11145,-8.11,8.0,1594225835.8276572
11146,-9.85,8.0,1594225835.837433
11147,10.06,8.0,1594225835.8472095
11148,9.08,8.0,1594225835.8569856
11149,-4.17,8.0,1594225835.8667614
11150,-8.89,8.0,1594225835.8765378
11151,-4.58,8.0,1594225835.8863142
11152,-13.96,8.0,1594225835.89609
11153,-28.66,8.0,1594225835.905866
11154,-28.31,8.0,1594225835.9156425
11155,-16.44,8.0,1594225835.9254186
11156,-8.13,8.0,1594225835.9351945
11157,-3.78,8.0,1594225835.9449706
11158,0.38,8.0,1594225835.9547467
11159,-8.44,8.0,1594225835.9645224
11160,-24.1,8.0,1594225835.974299
11161,-6.31,8.0,1594225835.984075
11162,28.66,8.0,1594225835.9938512
11163,18.13,8.0,1594225836.0036273
11164,-5.47,8.0,1594225836.0134034
11165,-9.39,8.0,1594225836.0231795
11166,-13.68,8.0,1594225836.0329554
11167,8.48,8.0,1594225836.0427318
11168,13.07,8.0,1594225836.052508
11169,10.47,8.0,1594225836.062284
11170,2.52,8.0,1594225836.0720599
11171,-1.48,8.0,1594225836.0818362
11172,-7.71,8.0,1594225836.0916126
11173,-25.38,8.0,1594225836.1013885
11174,-15.41,8.0,1594225836.1111646
11175,-1.64,8.0,1594225836.120941
11176,2.2,8.0,1594225836.1307168
11177,18.89,8.0,1594225836.140493
11178,23.76,8.0,1594225836.150269
11179,13.35,8.0,1594225836.1600456
11180,-14.37,8.0,1594225836.1698213
11181,-3.34,8.0,1594225836.1795974
11182,15.45,8.0,1594225836.1893735
11183,-0.58,8.0,1594225836.1991494
11184,11.49,8.0,1594225836.2089255
11185,11.97,8.0,1594225836.2187018
11186,26.08,8.0,1594225836.228478
11187,28.52,8.0,1594225836.2382536
11188,0.76,8.0,1594225836.2480302
11189,-15.65,8.0,1594225836.2578065
11190,-10.36,8.0,1594225836.2675824
11191,-20.06,8.0,1594225836.2773585
11192,-4.97,8.0,1594225836.2871346
11193,9.01,8.0,1594225836.2969108
11194,15.01,8.0,1594225836.3066866
11195,-10.1,8.0,1594225836.316463
11196,5.03,8.0,1594225836.326239
11197,-0.69,8.0,1594225836.3360152
11198,-13.85,8.0,1594225836.345791
11199,2.9,8.0,1594225836.3555677
11200,17.02,8.0,1594225836.3653436
11201,-5.18,8.0,1594225836.3751194
11202,-3.57,8.0,1594225836.3848958
11203,-11.16,8.0,1594225836.3946722
11204,-12.44,8.0,1594225836.404448
11205,-8.32,8.0,1594225836.414224
11206,7.4,8.0,1594225836.4240005
11207,9.79,8.0,1594225836.4337766
11208,10.31,8.0,1594225836.4435525
11209,-3.99,8.0,1594225836.4533286
11210,-7.74,8.0,1594225836.4631047
11211,-2.68,8.0,1594225836.4728804
11212,-5.7,8.0,1594225836.482657
11213,-8.22,8.0,1594225836.492433
11214,-15.66,8.0,1594225836.5022092
11215,-25.35,8.0,1594225836.511985
11216,-15.42,8.0,1594225836.5217614
11217,9.1,8.0,1594225836.5315375
11218,7.0,8.0,1594225836.5413134
11219,-7.5,8.0,1594225836.5510898
11220,-6.6,8.0,1594225836.560866
11221,0.18,8.0,1594225836.570642
11222,-3.73,8.0,1594225836.5804179
11223,-10.41,8.0,1594225836.5901942
11224,-9.51,8.0,1594225836.5999706
11225,-7.85,8.0,1594225836.6097465
11226,6.13,8.0,1594225836.6195226
11227,6.88,8.0,1594225836.629299
11228,20.62,8.0,1594225836.6390748
11229,12.15,8.0,1594225836.648851
11230,7.19,8.0,1594225836.658627
11231,1.98,8.0,1594225836.6684036
11232,-22.44,8.0,1594225836.6781793
11233,15.52,8.0,1594225836.6879554
11234,-8.71,8.0,1594225836.6977315
11235,-7.37,8.0,1594225836.7075074
11236,10.95,8.0,1594225836.7172835
11237,5.84,8.0,1594225836.7270598
11238,4.06,8.0,1594225836.736836
11239,-3.24,8.0,1594225836.7466118
11240,14.3,8.0,1594225836.7563882
11241,-3.78,8.0,1594225836.7661645
11242,11.13,8.0,1594225836.7759404
11243,-4.79,8.0,1594225836.7857163
11244,2.78,8.0,1594225836.7954926
11245,-4.45,8.0,1594225836.8052688
11246,-3.79,8.0,1594225836.8150446
11247,-20.14,8.0,1594225836.824821
11248,2.13,8.0,1594225836.834597
11249,12.04,8.0,1594225836.8443732
11250,20.74,8.0,1594225836.854149
11251,14.75,8.0,1594225836.8639257
11252,-8.82,8.0,1594225836.8737016
11253,2.94,8.0,1594225836.8834774
11254,-16.0,8.0,1594225836.8932538
11255,-9.3,8.0,1594225836.9030302
11256,-2.31,8.0,1594225836.912806
11257,-4.54,8.0,1594225836.9225821
11258,12.97,8.0,1594225836.9323585
11259,-108.61,8.0,1594225836.9421346
11260,73.8,8.0,1594225836.9519105
11261,-12.0,8.0,1594225836.9616866
11262,-0.71,8.0,1594225836.9714627
11263,-10.81,8.0,1594225836.9812384
11264,0.27,8.0,1594225836.991015
11265,-13.72,8.0,1594225837.000791
11266,-28.18,8.0,1594225837.0105672
11267,9.3,8.0,1594225837.020343
11268,2.6,8.0,1594225837.0301194
11269,-0.89,8.0,1594225837.0398955
11270,-4.64,8.0,1594225837.0496714
11271,2.77,8.0,1594225837.0594478
11272,12.6,8.0,1594225837.069224
11273,-25.96,8.0,1594225837.079
11274,6.57,8.0,1594225837.0887759
11275,20.86,8.0,1594225837.0985522
11276,6.92,8.0,1594225837.1083286
11277,2.62,8.0,1594225837.1181045
11278,15.69,8.0,1594225837.1278806
11279,1.53,8.0,1594225837.137657
11280,-34.26,8.0,1594225837.1474328
11281,-39.82,8.0,1594225837.157209
11282,-30.56,8.0,1594225837.166985
11283,38.56,8.0,1594225837.1767616
11284,74.52,8.0,1594225837.1865373
11285,39.13,8.0,1594225837.1963134
11286,13.5,8.0,1594225837.2060895
11287,0.58,8.0,1594225837.2158654
11288,-24.95,8.0,1594225837.2256415
11289,-17.64,8.0,1594225837.2354178
11290,5.48,8.0,1594225837.245194
11291,-11.41,8.0,1594225837.2549698
11292,-30.89,8.0,1594225837.2647462
11293,7.65,8.0,1594225837.2745225
11294,18.68,8.0,1594225837.2842984
11295,-18.71,8.0,1594225837.2940743
11296,-1.06,8.0,1594225837.303851
11297,-32.23,8.0,1594225837.3136268
11298,-0.7,8.0,1594225837.323403
11299,5.77,8.0,1594225837.333179
11300,-13.0,8.0,1594225837.342955
11301,-7.06,8.0,1594225837.3527312
11302,-4.84,8.0,1594225837.3625073
11303,27.9,8.0,1594225837.3722837
11304,44.36,8.0,1594225837.3820596
11305,-18.98,8.0,1594225837.3918355
11306,-19.42,8.0,1594225837.4016118
11307,16.82,8.0,1594225837.4113884
11308,-0.03,8.0,1594225837.421164
11309,-11.22,8.0,1594225837.4309402
11310,-4.66,8.0,1594225837.4407165
11311,8.6,8.0,1594225837.4504926
11312,24.2,8.0,1594225837.4602685
11313,-6.44,8.0,1594225837.4700446
11314,-40.68,8.0,1594225837.4798207
11315,-12.03,8.0,1594225837.4895964
11316,8.12,8.0,1594225837.499373
11317,-9.58,8.0,1594225837.509149
11318,9.84,8.0,1594225837.5189252
11319,21.28,8.0,1594225837.528701
11320,9.68,8.0,1594225837.5384774
11321,23.39,8.0,1594225837.5482535
11322,8.75,8.0,1594225837.5580294
11323,0.79,8.0,1594225837.5678058
11324,13.05,8.0,1594225837.5775821
11325,-0.56,8.0,1594225837.587358
11326,-6.16,8.0,1594225837.5971339
11327,0.2,8.0,1594225837.6069102
11328,-5.92,8.0,1594225837.6166866
11329,-7.64,8.0,1594225837.6264625
11330,5.47,8.0,1594225837.6362386
11331,-5.65,8.0,1594225837.646015
11332,-17.67,8.0,1594225837.6557908
11333,-24.11,8.0,1594225837.665567
11334,2.24,8.0,1594225837.675343
11335,-4.78,8.0,1594225837.6851196
11336,19.41,8.0,1594225837.6948953
11337,-9.31,8.0,1594225837.7046714
11338,-160.99,8.0,1594225837.7144475
11339,218.27,8.0,1594225837.7242234
11340,-50.12,8.0,1594225837.7339995
11341,18.91,8.0,1594225837.7437758
11342,-67.89,8.0,1594225837.753552
11343,-24.26,8.0,1594225837.7633278
11344,61.88,8.0,1594225837.7731042
11345,-18.81,8.0,1594225837.7828805
11346,2.56,8.0,1594225837.7926564
11347,-3.66,8.0,1594225837.8024325
11348,-207.79,8.0,1594225837.812209
11349,200.58,8.0,1594225837.8219848
11350,53.94,8.0,1594225837.831761
11351,-41.49,8.0,1594225837.841537
11352,66.03,8.0,1594225837.851313
11353,-32.92,8.0,1594225837.8610892
11354,-148.16,8.0,1594225837.8708653
11355,-160.16,8.0,1594225837.8806415
11356,269.71,8.0,1594225837.8904176
11357,69.43,8.0,1594225837.9001935
11358,59.14,8.0,1594225837.9099698
11359,25.4,8.0,1594225837.9197464
11360,-455.43,8.0,1594225837.929522
11361,498.05,8.0,1594225837.9392982
11362,-129.65,8.0,1594225837.9490745
11363,-20.1,8.0,1594225837.9588506
11364,-49.77,8.0,1594225837.9686265
11365,-10.17,8.0,1594225837.9784026
11366,-50.97,8.0,1594225837.9881787
11367,-270.99,8.0,1594225837.9979546
11368,90.16,8.0,1594225838.007731
11369,596.34,8.0,1594225838.017507
11370,-323.39,8.0,1594225838.0272832
11371,110.47,8.0,1594225838.037059
11372,-126.77,8.0,1594225838.0468357
11373,-136.48,8.0,1594225838.0566115
11374,68.32,8.0,1594225838.0663874
11375,43.95,8.0,1594225838.0761638
11376,83.25,8.0,1594225838.0859401
11377,94.33,8.0,1594225838.095716
11378,-141.38,8.0,1594225838.1054919
11379,24.07,8.0,1594225838.1152682
11380,81.25,8.0,1594225838.1250446
11381,33.95,8.0,1594225838.1348205
11382,-128.99,8.0,1594225838.1445966
11383,40.0,8.0,1594225838.1543727
11384,-10.48,8.0,1594225838.1641488
11385,-93.04,8.0,1594225838.173925
11386,12.72,8.0,1594225838.183701
11387,-19.58,8.0,1594225838.1934776
11388,50.64,8.0,1594225838.2032533
11389,47.84,8.0,1594225838.2130294
11390,37.58,8.0,1594225838.2228055
11391,41.89,8.0,1594225838.2325814
11392,10.11,8.0,1594225838.2423575
11393,65.01,8.0,1594225838.2521338
11394,-88.95,8.0,1594225838.26191
11395,-55.27,8.0,1594225838.2716858
11396,-56.51,8.0,1594225838.2814622
11397,33.1,8.0,1594225838.2912385
11398,-153.33,8.0,1594225838.3010144
11399,-38.92,8.0,1594225838.3107905
11400,47.2,8.0,1594225838.320567
11401,35.72,8.0,1594225838.3303428
11402,28.38,8.0,1594225838.340119
11403,55.68,8.0,1594225838.349895
11404,48.68,8.0,1594225838.359671
11405,-19.72,8.0,1594225838.3694472
11406,-11.77,8.0,1594225838.3792233
11407,-24.34,8.0,1594225838.3889995
11408,-107.86,8.0,1594225838.3987756
11409,-6.35,8.0,1594225838.4085515
11410,1.94,8.0,1594225838.4183278
11411,9.26,8.0,1594225838.428104
11412,20.41,8.0,1594225838.43788
11413,46.01,8.0,1594225838.4476562
11414,44.84,8.0,1594225838.4574325
11415,-3.36,8.0,1594225838.4672086
11416,29.53,8.0,1594225838.4769845
11417,-10.59,8.0,1594225838.4867606
11418,-22.55,8.0,1594225838.4965367
11419,-21.76,8.0,1594225838.5063126
11420,-22.96,8.0,1594225838.516089
11421,-66.18,8.0,1594225838.525865
11422,-16.99,8.0,1594225838.5356412
11423,14.24,8.0,1594225838.545417
11424,25.28,8.0,1594225838.5551937
11425,8.08,8.0,1594225838.5649695
11426,31.95,8.0,1594225838.5747454
11427,33.01,8.0,1594225838.5845218
11428,16.92,8.0,1594225838.5942981
11429,3.5,8.0,1594225838.604074
11430,16.15,8.0,1594225838.61385
11431,0.43,8.0,1594225838.6236262
11432,-14.23,8.0,1594225838.6334026
11433,-37.89,8.0,1594225838.6431785
11434,-29.55,8.0,1594225838.6529546
11435,-11.91,8.0,1594225838.6627307
11436,-25.71,8.0,1594225838.6725068
11437,-5.66,8.0,1594225838.682283
11438,2.57,8.0,1594225838.692059
11439,-26.87,25.0,1594225838.7018352
11440,76.29,25.0,1594225838.7116113
11441,-34.09,25.0,1594225838.7213874
11442,-414.81,25.0,1594225838.7311635
11443,148.95,25.0,1594225838.7409394
11444,572.43,25.0,1594225838.7507155
11445,-761.23,25.0,1594225838.7604918
11446,-17.2,25.0,1594225838.770268
11447,-2946.66,25.0,1594225838.7800438
11448,-15915.0,25.0,1594225838.7898202
11449,-7346.64,25.0,1594225838.7995965
11450,-892.63,25.0,1594225838.8093724
11451,1540.99,25.0,1594225838.8191485
11452,2368.91,8.0,1594225838.828925
11453,2400.35,8.0,1594225838.8387008
11454,2271.92,8.0,1594225838.848477
11455,2098.93,8.0,1594225838.858253
11456,1905.5,8.0,1594225838.8680286
11457,1736.99,8.0,1594225838.8778052
11458,1623.06,8.0,1594225838.8875813
11459,1423.34,8.0,1594225838.8973575
11460,1195.48,8.0,1594225838.9071336
11461,1167.93,8.0,1594225838.9169095
11462,1043.95,8.0,1594225838.9266858
11463,965.92,8.0,1594225838.936462
11464,853.28,8.0,1594225838.946238
11465,748.81,8.0,1594225838.9560142
11466,747.83,8.0,1594225838.9657905
11467,617.08,8.0,1594225838.9755664
11468,635.53,8.0,1594225838.9853425
11469,585.69,8.0,1594225838.9951186
11470,503.28,8.0,1594225839.0048947
11471,392.29,8.0,1594225839.0146706
11472,382.37,8.0,1594225839.024447
11473,232.32,8.0,1594225839.034223
11474,1310.85,8.0,1594225839.0439992
11475,-204.15,8.0,1594225839.0537753
11476,-136.37,8.0,1594225839.0635517
11477,-186.36,8.0,1594225839.0733275
11478,352.37,8.0,1594225839.0831034
11479,48.26,8.0,1594225839.0928798
11480,346.2,8.0,1594225839.1026561
11481,190.17,8.0,1594225839.112432
11482,180.93,8.0,1594225839.122208
11483,267.22,8.0,1594225839.1319842
11484,85.47,8.0,1594225839.1417606
11485,101.18,8.0,1594225839.1515365
11486,153.8,8.0,1594225839.1613126
11487,-71.36,8.0,1594225839.1710887
11488,-34.24,8.0,1594225839.1808648
11489,58.92,8.0,1594225839.190641
11490,186.3,8.0,1594225839.200417
11491,-3.61,8.0,1594225839.2101932
11492,87.67,8.0,1594225839.2199693
11493,82.91,8.0,1594225839.2297456
11494,25.29,8.0,1594225839.2395215
11495,22.57,8.0,1594225839.2492974
11496,-90.56,8.0,1594225839.2590735
11497,14.09,8.0,1594225839.2688498
11498,79.09,8.0,1594225839.278626
11499,20.56,8.0,1594225839.2884018
11500,-13.84,8.0,1594225839.2981784
11501,-24.56,8.0,1594225839.3079545
11502,-18.63,8.0,1594225839.3177304
11503,-7.98,8.0,1594225839.3275065
11504,57.8,8.0,1594225839.337283
11505,34.41,8.0,1594225839.3470588
11506,29.38,8.0,1594225839.356835
11507,63.79,8.0,1594225839.366611
11508,-46.44,8.0,1594225839.3763876
11509,-60.96,8.0,1594225839.3861632
11510,-97.01,8.0,1594225839.3959394
11511,-71.61,8.0,1594225839.4057155
11512,-74.04,8.0,1594225839.415491
11513,-25.18,8.0,1594225839.4252677
11514,82.34,8.0,1594225839.4350438
11515,22.32,8.0,1594225839.44482
11516,21.42,8.0,1594225839.454596
11517,-23.31,8.0,1594225839.4643722
11518,-7.82,8.0,1594225839.4741485
11519,-22.94,8.0,1594225839.4839244
11520,-46.55,8.0,1594225839.4937005
11521,-43.93,8.0,1594225839.5034766
11522,-48.61,8.0,1594225839.5132527
11523,-39.12,8.0,1594225839.5230286
11524,-6.08,8.0,1594225839.532805
11525,23.5,8.0,1594225839.542581
11526,-1.26,8.0,1594225839.5523572
11527,51.29,8.0,1594225839.5621333
11528,36.01,8.0,1594225839.5719097
11529,26.32,8.0,1594225839.5816855
11530,-52.32,8.0,1594225839.5914614
11531,-69.23,8.0,1594225839.6012378
11532,-48.57,8.0,1594225839.6110141
11533,-25.69,8.0,1594225839.62079
11534,-29.93,8.0,1594225839.6305661
11535,-8.69,8.0,1594225839.6403422
11536,32.59,8.0,1594225839.6501186
11537,34.36,8.0,1594225839.6598945
11538,-11.46,8.0,1594225839.6696706
11539,-55.64,8.0,1594225839.6794467
11540,-45.67,8.0,1594225839.6892226
11541,-41.45,8.0,1594225839.698999
11542,-12.26,8.0,1594225839.708775
11543,-25.46,8.0,1594225839.7185512
11544,-27.75,8.0,1594225839.7283273
11545,-14.93,8.0,1594225839.7381036
11546,12.0,8.0,1594225839.7478795
11547,2.04,8.0,1594225839.7576554
11548,-11.92,8.0,1594225839.7674315
11549,24.86,8.0,1594225839.777208
11550,17.52,8.0,1594225839.786984
11551,3.75,8.0,1594225839.7967598
11552,-16.86,8.0,1594225839.8065364
11553,-24.08,8.0,1594225839.8163126
11554,-115.44,8.0,1594225839.8260884
11555,38.89,8.0,1594225839.8358645
11556,-22.21,8.0,1594225839.845641
11557,-34.56,8.0,1594225839.8554168
11558,-6.45,8.0,1594225839.865193
11559,35.19,8.0,1594225839.874969
11560,17.78,8.0,1594225839.8847456
11561,-21.96,8.0,1594225839.8945212
11562,-39.48,8.0,1594225839.9042974
11563,-52.44,8.0,1594225839.9140735
11564,-24.96,8.0,1594225839.923849
11565,-15.64,8.0,1594225839.9336257
11566,-30.3,8.0,1594225839.9434018
11567,-11.96,8.0,1594225839.953178
11568,21.53,8.0,1594225839.9629538
11569,1.32,8.0,1594225839.9727302
11570,11.07,8.0,1594225839.9825065
11571,27.8,8.0,1594225839.9922824
11572,-11.62,8.0,1594225840.0020585
11573,-28.72,8.0,1594225840.0118346
11574,-31.17,8.0,1594225840.0216107
11575,-3.88,8.0,1594225840.0313866
11576,-33.22,8.0,1594225840.041163
11577,-13.97,8.0,1594225840.050939
11578,-8.49,8.0,1594225840.0607152
11579,-19.28,8.0,1594225840.0704913
11580,26.59,8.0,1594225840.0802677
11581,27.22,8.0,1594225840.0900435
11582,15.63,8.0,1594225840.0998194
11583,-3.14,8.0,1594225840.1095958
11584,11.21,8.0,1594225840.1193721
11585,-18.62,8.0,1594225840.129148
11586,-23.04,8.0,1594225840.1389241
11587,-4.85,8.0,1594225840.1487002
