id,label,magnetic field x-axis [T],magnetic field y-axis [T],magnetic field z-axis [T],time [s],amplitude
8348,8.0,,,,1594228858.4970233,17.77
8349,8.0,,,,1594228858.5067995,-0.46
8350,8.0,,,,1594228858.5165758,29.28
8351,8.0,,,,1594228858.526352,-11.27
8352,8.0,,,,1594228858.536128,-0.62
8353,8.0,,,,1594228858.5459044,-1.77
8354,8.0,,,,1594228858.5556805,36.38
8355,8.0,,,,1594228858.5654564,26.78
8356,8.0,,,,1594228858.5752325,-38.73
8357,8.0,,,,1594228858.5850086,-36.63
8358,8.0,,,,1594228858.5947847,-16.43
8359,8.0,,,,1594228858.6045609,-24.81
8360,8.0,,,,1594228858.614337,-48.55
8361,8.0,,,,1594228858.624113,13.17
8362,8.0,,,,1594228858.6338892,18.25
8363,8.0,,,,1594228858.6436653,55.15
8364,8.0,,,,1594228858.6534414,-5.99
8365,8.0,,,,1594228858.6632175,3.53
8366,8.0,,,,1594228858.6729937,2.62
8367,8.0,,,,1594228858.6827698,10.69
8368,8.0,,,,1594228858.6925461,22.69
8369,8.0,,,,1594228858.702322,31.61
8370,8.0,,,,1594228858.7120981,3.24
8371,8.0,,,,1594228858.7218742,-13.66
8372,8.0,,,,1594228858.7316506,-27.46
8373,8.0,,,,1594228858.7414265,-26.62
8374,8.0,,,,1594228858.7512026,-12.66
8375,8.0,,,,1594228858.7609787,-34.31
8376,8.0,,,,1594228858.7707546,-22.8
8377,8.0,,,,1594228858.7805312,11.89
8378,8.0,,,,1594228858.790307,12.13
8379,8.0,,,,1594228858.8000832,15.01
8380,8.0,,,,1594228858.8098593,29.82
8381,8.0,,,,1594228858.8196356,35.39
8382,8.0,,,,1594228858.8294115,35.73
8383,8.0,,,,1594228858.8391874,16.16
8384,8.0,,,,1594228858.8489635,2.89
8385,8.0,,,,1594228858.85874,-28.56
8386,8.0,,,,1594228858.868516,-42.51
8387,8.0,,,,1594228858.878292,-20.24
8388,8.0,,,,1594228858.8880682,3.24
8389,8.0,,,,1594228858.8978446,24.06
8390,8.0,,,,1594228858.9076204,18.01
8391,8.0,,,,1594228858.9173965,5.74
8392,8.0,,,,1594228858.9271727,-34.08
8393,8.0,,,,1594228858.9369488,-9.69
8394,8.0,,,,1594228858.946725,49.91
8395,8.0,,,,1594228858.956501,34.68
8396,8.0,,,,1594228858.9662776,-2.67
8397,8.0,,,,1594228858.9760532,-18.28
8398,8.0,,,,1594228858.9858296,-5.69
8399,8.0,,,,1594228858.9956055,0.56
8400,8.0,,,,1594228859.0053813,-18.92
8401,8.0,,,,1594228859.0151575,-14.54
8402,8.0,,,,1594228859.0249338,-16.28
8403,8.0,,,,1594228859.03471,-49.56
8404,8.0,,,,1594228859.044486,-15.86
8405,8.0,,,,1594228859.0542624,27.06
8406,8.0,,,,1594228859.0640385,30.29
8407,8.0,,,,1594228859.0738144,-3.36
8408,8.0,,,,1594228859.0835905,-16.44
8409,8.0,,,,1594228859.0933664,16.05
8410,8.0,,,,1594228859.1031427,1.27
8411,8.0,,,,1594228859.1129189,9.52
8412,8.0,,,,1594228859.122695,3.33
8413,8.0,,,,1594228859.132471,5.97
8414,8.0,,,,1594228859.1422472,7.51
8415,8.0,,,,1594228859.1520233,-41.24
8416,8.0,,,,1594228859.1617994,-30.81
8417,8.0,,,,1594228859.1715755,21.41
8418,8.0,,,,1594228859.1813517,46.76
8419,8.0,,,,1594228859.1911278,18.16
8420,8.0,,,,1594228859.200904,-2.35
8421,8.0,,,,1594228859.21068,-3.72
8422,8.0,,,,1594228859.2204561,-0.76
8423,8.0,,,,1594228859.2302322,1.12
8424,8.0,,,,1594228859.2400086,9.08
8425,8.0,,,,1594228859.2497845,18.93
8426,8.0,,,,1594228859.2595606,23.41
8427,8.0,,,,1594228859.2693367,-6.87
8428,8.0,,,,1594228859.2791126,-13.09
8429,8.0,,,,1594228859.2888892,5.33
8430,8.0,,,,1594228859.298665,24.0
8431,8.0,,,,1594228859.3084412,4.12
8432,8.0,,,,1594228859.3182173,-22.64
8433,8.0,,,,1594228859.3279936,-45.82
8434,8.0,,,,1594228859.3377695,-47.79
8435,8.0,,,,1594228859.3475456,-32.78
8436,8.0,,,,1594228859.3573215,10.34
8437,8.0,,,,1594228859.367098,5.06
8438,8.0,,,,1594228859.376874,1.15
8439,8.0,,,,1594228859.38665,4.65
8440,8.0,,,,1594228859.3964262,-0.61
8441,8.0,,,,1594228859.4062026,16.03
8442,8.0,,,,1594228859.4159784,10.6
8443,8.0,,,,1594228859.4257545,14.86
8444,8.0,,,,1594228859.4355307,0.55
8445,8.0,,,,1594228859.4453068,-6.63
8446,8.0,,,,1594228859.455083,-2.25
8447,8.0,,,,1594228859.464859,-5.19
8448,8.0,,,,1594228859.4746351,-5.3418
8449,8.0,,,,1594228859.4844112,-2.72
8450,8.0,,,,1594228859.4941876,10.68
8451,8.0,,,,1594228859.5039635,21.52
8452,8.0,,,,1594228859.5137393,30.4
8453,8.0,,,,1594228859.5235155,6.4
8454,8.0,,,,1594228859.5332918,-8.31
8455,8.0,,,,1594228859.543068,-16.57
8456,8.0,,,,1594228859.552844,-9.26
8457,8.0,,,,1594228859.5626204,-7.6
8458,8.0,,,,1594228859.5723965,-5.79
8459,8.0,,,,1594228859.5821724,-4.54
8460,8.0,,,,1594228859.5919485,7.69
8461,8.0,,,,1594228859.6017244,-2.95
8462,8.0,,,,1594228859.6115007,7.48
8463,8.0,,,,1594228859.6212769,-6.23
8464,8.0,,,,1594228859.631053,-6.31
8465,8.0,,,,1594228859.6408286,-25.58
8466,8.0,,,,1594228859.6506052,-12.66
8467,8.0,,,,1594228859.6603813,-2.31
8468,8.0,,,,1594228859.6701574,-3.12
8469,8.0,,,,1594228859.6799335,-0.72
8470,8.0,,,,1594228859.6897097,-2.37
8471,8.0,,,,1594228859.6994858,0.03
8472,8.0,,,,1594228859.709262,-13.7
8473,8.0,,,,1594228859.719038,-9.7
8474,8.0,,,,1594228859.7288141,4.33
8475,8.0,,,,1594228859.7385902,13.32
8476,8.0,,,,1594228859.7483664,2.4
8477,8.0,,,,1594228859.7581425,22.17
8478,8.0,,,,1594228859.7679186,16.7
8479,8.0,,,,1594228859.7776947,-1.13
8480,8.0,,,,1594228859.7874708,-8.41
8481,8.0,,,,1594228859.7972472,-13.67
8482,8.0,,,,1594228859.807023,-14.92
8483,8.0,,,,1594228859.8167992,-9.12
8484,8.0,,,,1594228859.8265753,3.8
8485,8.0,,,,1594228859.8363516,2.31
8486,8.0,,,,1594228859.8461275,-2.18
8487,8.0,,,,1594228859.8559036,8.74
8488,8.0,,,,1594228859.8656795,8.53
8489,8.0,,,,1594228859.875456,-13.77
8490,8.0,,,,1594228859.885232,4.59
8491,8.0,,,,1594228859.895008,3.87
8492,8.0,,,,1594228859.9047842,2.07
8493,8.0,,,,1594228859.9145606,8.16
8494,8.0,,,,1594228859.9243364,-2.97
8495,8.0,,,,1594228859.9341125,-12.73
8496,8.0,,,,1594228859.9438887,-3.1
8497,8.0,,,,1594228859.9536648,9.1
8498,8.0,,,,1594228859.9634411,-1.9
8499,8.0,,,,1594228859.973217,-4.4
8500,8.0,,,,1594228859.9829931,0.47
8501,8.0,,,,1594228859.9927692,1.26
8502,8.0,,,,1594228860.0025456,5.31
8503,8.0,,,,1594228860.0123215,-4.94
8504,8.0,,,,1594228860.0220973,-3.53
8505,8.0,,,,1594228860.0318735,-13.63
8506,8.0,,,,1594228860.0416498,-25.22
8507,8.0,,,,1594228860.051426,-5.56
8508,8.0,,,,1594228860.061202,21.48
8509,8.0,,,,1594228860.0709784,34.33
8510,8.0,,,,1594228860.0807545,69.4
8511,8.0,,,,1594228860.0905304,16.17
8512,8.0,,,,1594228860.1003065,32.74
8513,8.0,,,,1594228860.1100824,35.42
8514,8.0,,,,1594228860.1198587,-106.53
8515,8.0,,,,1594228860.1296349,-172.54
8516,8.0,,,,1594228860.139411,-72.75
8517,8.0,,,,1594228860.1491866,-14.3
8518,8.0,,,,1594228860.1589632,61.17
8519,8.0,,,,1594228860.1687393,107.7
8520,8.0,,,,1594228860.1785154,85.99
8521,8.0,,,,1594228860.1882913,66.42
8522,8.0,,,,1594228860.1980677,23.7
8523,8.0,,,,1594228860.2078438,-62.56
8524,8.0,,,,1594228860.21762,1.7
8525,8.0,,,,1594228860.227396,10.96
8526,8.0,,,,1594228860.2371721,0.52
8527,8.0,,,,1594228860.2469482,-8.17
8528,8.0,,,,1594228860.2567244,5.81
8529,8.0,,,,1594228860.2665005,-7.4
8530,8.0,,,,1594228860.2762766,-6.21
8531,8.0,,,,1594228860.2860527,-26.06
8532,8.0,,,,1594228860.2958288,-14.28
8533,8.0,,,,1594228860.3056052,-0.03
8534,8.0,,,,1594228860.315381,19.29
8535,8.0,,,,1594228860.3251572,19.63
8536,8.0,,,,1594228860.3349333,-20.72
8537,8.0,,,,1594228860.3447096,-13.39
8538,8.0,,,,1594228860.3544855,10.93
8539,8.0,,,,1594228860.3642616,-5.67
8540,8.0,,,,1594228860.3740375,21.44
8541,8.0,,,,1594228860.383814,8.32
8542,8.0,,,,1594228860.39359,-3.24
8543,8.0,,,,1594228860.403366,-24.85
8544,8.0,,,,1594228860.4131422,-22.88
8545,8.0,,,,1594228860.4229186,8.82
8546,8.0,,,,1594228860.4326944,22.49
8547,8.0,,,,1594228860.4424706,14.1
8548,8.0,,,,1594228860.4522467,44.64
8549,8.0,,,,1594228860.4620225,41.34
8550,8.0,,,,1594228860.4717991,-9.25
8551,8.0,,,,1594228860.481575,-23.18
8552,8.0,,,,1594228860.4913511,5.69
8553,8.0,,,,1594228860.5011272,-0.55
8554,8.0,,,,1594228860.5109036,-18.36
8555,8.0,,,,1594228860.5206795,-39.39
8556,8.0,,,,1594228860.5304554,-67.74
8557,8.0,,,,1594228860.5402315,-51.85
8558,8.0,,,,1594228860.5500078,-6.8
8559,8.0,,,,1594228860.559784,4.32
8560,8.0,,,,1594228860.56956,-3.42
8561,8.0,,,,1594228860.5793364,0.91
8562,8.0,,,,1594228860.5891125,14.88
8563,8.0,,,,1594228860.5988884,-15.12
8564,8.0,,,,1594228860.6086645,-8.75
8565,8.0,,,,1594228860.6184404,30.34
8566,8.0,,,,1594228860.6282167,63.34
8567,8.0,,,,1594228860.6379929,9.15
8568,8.0,,,,1594228860.647769,-8.52
8569,8.0,,,,1594228860.6575446,23.19
8570,8.0,,,,1594228860.6673212,29.58
8571,8.0,,,,1594228860.6770973,13.46
8572,8.0,,,,1594228860.6868734,4.71
8573,8.0,,,,1594228860.6966493,8.2
8574,8.0,,,,1594228860.7064257,2.68
8575,8.0,,,,1594228860.7162018,-12.98
8576,8.0,,,,1594228860.725978,-23.42
8577,8.0,,,,1594228860.735754,2.54
8578,8.0,,,,1594228860.7455301,24.16
8579,8.0,,,,1594228860.7553062,1.13
8580,8.0,,,,1594228860.7650824,-19.08
8581,8.0,,,,1594228860.7748585,-21.5
8582,8.0,,,,1594228860.7846346,-21.97
8583,8.0,,,,1594228860.7944107,-50.06
8584,8.0,,,,1594228860.8041868,-57.36
8585,8.0,,,,1594228860.8139632,-32.6
8586,8.0,,,,1594228860.823739,-13.26
8587,8.0,,,,1594228860.8335152,-21.26
8588,8.0,,,,1594228860.8432913,12.99
8589,8.0,,,,1594228860.8530676,10.91
8590,8.0,,,,1594228860.8628435,-3.9
8591,8.0,,,,1594228860.8726196,35.1
8592,8.0,,,,1594228860.8823955,16.8
8593,8.0,,,,1594228860.892172,1.15
8594,8.0,,,,1594228860.901948,22.45
8595,8.0,,,,1594228860.911724,8.51
8596,8.0,,,,1594228860.9215002,-12.36
8597,8.0,,,,1594228860.9312766,1.17
8598,8.0,,,,1594228860.9410524,-8.83
8599,8.0,,,,1594228860.9508286,-13.8
8600,8.0,,,,1594228860.9606047,-25.23
8601,8.0,,,,1594228860.9703808,-13.21
8602,8.0,,,,1594228860.9801571,-20.97
8603,8.0,,,,1594228860.989933,0.34
8604,8.0,,,,1594228860.9997091,4.52
8605,8.0,,,,1594228861.0094852,5.47
8606,8.0,,,,1594228861.0192616,-4.95
8607,8.0,,,,1594228861.0290375,8.63
8608,8.0,,,,1594228861.0388136,23.95
8609,8.0,,,,1594228861.0485895,12.66
8610,8.0,,,,1594228861.0583658,-2.56
8611,8.0,,,,1594228861.068142,10.14
8612,8.0,,,,1594228861.077918,25.35
8613,8.0,,,,1594228861.0876946,-6.16
8614,8.0,,,,1594228861.0974705,-32.9
8615,8.0,,,,1594228861.1072464,-39.47
8616,8.0,,,,1594228861.1170225,-33.95
8617,8.0,,,,1594228861.1267984,8.12
8618,8.0,,,,1594228861.1365747,24.85
8619,8.0,,,,1594228861.1463509,19.45
8620,8.0,,,,1594228861.156127,10.12
8621,8.0,,,,1594228861.1659029,-1.18
8622,8.0,,,,1594228861.1756792,-7.07
8623,8.0,,,,1594228861.1854553,14.35
8624,8.0,,,,1594228861.1952314,22.35
8625,8.0,,,,1594228861.2050073,1.17
8626,8.0,,,,1594228861.2147837,-33.39
8627,8.0,,,,1594228861.2245598,-18.68
8628,8.0,,,,1594228861.234336,31.47
8629,8.0,,,,1594228861.244112,29.99
8630,8.0,,,,1594228861.2538881,5.97
8631,8.0,,,,1594228861.2636642,12.0
8632,8.0,,,,1594228861.2734404,-14.75
8633,8.0,,,,1594228861.2832165,27.5
8634,8.0,,,,1594228861.2929926,31.08
8635,8.0,,,,1594228861.3027687,20.77
8636,8.0,,,,1594228861.3125448,1.59
8637,8.0,,,,1594228861.3223212,-3.0
8638,8.0,,,,1594228861.332097,-20.34
8639,8.0,,,,1594228861.3418732,-29.76
8640,8.0,,,,1594228861.3516493,-3.44
8641,8.0,,,,1594228861.3614256,-13.53
8642,8.0,,,,1594228861.3712015,-14.91
8643,8.0,,,,1594228861.3809776,-24.27
8644,8.0,,,,1594228861.3907535,-34.39
8645,8.0,,,,1594228861.40053,-8.42
8646,8.0,,,,1594228861.410306,-9.87
8647,8.0,,,,1594228861.420082,1.86
8648,8.0,,,,1594228861.4298582,-1.35
8649,8.0,,,,1594228861.4396346,5.75
8650,8.0,,,,1594228861.4494104,13.13
8651,8.0,,,,1594228861.4591866,17.07
8652,8.0,,,,1594228861.4689627,46.02
8653,8.0,,,,1594228861.4787388,5.06
8654,8.0,,,,1594228861.4885151,-5.42
8655,8.0,,,,1594228861.498291,-14.25
8656,8.0,,,,1594228861.5080671,-24.09
8657,8.0,,,,1594228861.5178432,0.66
8658,8.0,,,,1594228861.5276196,-6.09
8659,8.0,,,,1594228861.5373955,15.03
8660,8.0,,,,1594228861.5471716,2.15
8661,8.0,,,,1594228861.5569475,3.95
8662,8.0,,,,1594228861.5667238,27.93
8663,8.0,,,,1594228861.5765,9.44
8664,8.0,,,,1594228861.586276,22.42
8665,8.0,,,,1594228861.5960526,6.43
8666,8.0,,,,1594228861.6058285,-27.02
8667,8.0,,,,1594228861.6156044,-22.08
8668,8.0,,,,1594228861.6253805,-7.88
8669,8.0,,,,1594228861.6351564,1.15
8670,8.0,,,,1594228861.6449327,19.86
8671,8.0,,,,1594228861.6547089,11.16
8672,8.0,,,,1594228861.664485,-8.43
8673,8.0,,,,1594228861.6742609,-15.17
8674,8.0,,,,1594228861.6840372,-14.76
8675,8.0,,,,1594228861.6938133,-17.01
8676,8.0,,,,1594228861.7035894,-5.29
8677,8.0,,,,1594228861.7133653,-0.22
8678,8.0,,,,1594228861.7231414,-12.95
8679,8.0,,,,1594228861.7329178,-6.78
8680,8.0,,,,1594228861.742694,14.89
8681,8.0,,,,1594228861.75247,12.3
8682,8.0,,,,1594228861.7622461,5.53
8683,8.0,,,,1594228861.7720222,3.61
8684,8.0,,,,1594228861.7817984,2.8
8685,8.0,,,,1594228861.7915745,3.77
8686,8.0,,,,1594228861.8013506,25.7
8687,8.0,,,,1594228861.8111267,7.45
8688,8.0,,,,1594228861.8209028,3.18
8689,8.0,,,,1594228861.830679,-3.55
8690,8.0,,,,1594228861.840455,-5.07
8691,8.0,,,,1594228861.8502312,-9.63
8692,8.0,,,,1594228861.8600073,-93.37
8693,8.0,,,,1594228861.8697836,95.58
8694,8.0,,,,1594228861.8795595,23.31
8695,8.0,,,,1594228861.8893356,9.09
8696,8.0,,,,1594228861.8991115,-5.21
8697,8.0,,,,1594228861.908888,-29.18
8698,8.0,,,,1594228861.918664,-19.44
8699,8.0,,,,1594228861.92844,-6.38
8700,8.0,,,,1594228861.9382162,5.12
8701,8.0,,,,1594228861.9479926,1.1
8702,8.0,,,,1594228861.9577684,-11.92
8703,8.0,,,,1594228861.9675446,11.58
8704,8.0,,,,1594228861.9773207,-20.05
8705,8.0,,,,1594228861.9870968,-9.18
8706,8.0,,,,1594228861.9968731,-17.31
8707,8.0,,,,1594228862.006649,-27.9
8708,8.0,,,,1594228862.0164251,29.46
8709,8.0,,,,1594228862.0262012,-4.99
8710,8.0,,,,1594228862.0359776,14.29
8711,8.0,,,,1594228862.0457535,47.23
8712,8.0,,,,1594228862.0555296,-6.56
8713,8.0,,,,1594228862.0653055,-5.41
8714,8.0,,,,1594228862.0750818,14.94
8715,8.0,,,,1594228862.084858,16.32
8716,8.0,,,,1594228862.094634,11.74
8717,8.0,,,,1594228862.1044102,-2.25
8718,8.0,,,,1594228862.1141865,-9.99
8719,8.0,,,,1594228862.1239624,-49.8
8720,8.0,,,,1594228862.1337385,26.12
8721,8.0,,,,1594228862.1435144,-2.63
8722,8.0,,,,1594228862.1532907,-10.42
8723,8.0,,,,1594228862.1630669,-36.45
8724,8.0,,,,1594228862.172843,7.21
8725,8.0,,,,1594228862.1826189,5.7
8726,8.0,,,,1594228862.1923952,15.91
8727,8.0,,,,1594228862.2021713,3.17
8728,8.0,,,,1594228862.2119474,-11.69
8729,8.0,,,,1594228862.2217236,64.22
8730,8.0,,,,1594228862.2314994,100.32
8731,8.0,,,,1594228862.2412758,-282.13
8732,8.0,,,,1594228862.251052,195.74
8733,8.0,,,,1594228862.260828,29.2
8734,8.0,,,,1594228862.270604,-8.71
8735,8.0,,,,1594228862.2803802,-54.89
8736,8.0,,,,1594228862.2901564,-15.48
8737,8.0,,,,1594228862.2999325,-27.81
8738,8.0,,,,1594228862.3097086,36.59
8739,8.0,,,,1594228862.3194847,-22.15
8740,8.0,,,,1594228862.3292608,-27.83
8741,8.0,,,,1594228862.339037,-9.16
8742,8.0,,,,1594228862.348813,1.33
8743,8.0,,,,1594228862.3585892,6.66
8744,8.0,,,,1594228862.3683653,-43.12
8745,8.0,,,,1594228862.3781414,35.29
8746,8.0,,,,1594228862.3879175,9.27
8747,8.0,,,,1594228862.3976936,36.2
8748,8.0,,,,1594228862.4074695,12.51
8749,8.0,,,,1594228862.417246,-4.96
8750,8.0,,,,1594228862.427022,14.15
8751,8.0,,,,1594228862.436798,-0.46
8752,8.0,,,,1594228862.4465742,-0.17
8753,8.0,,,,1594228862.4563506,0.29
8754,8.0,,,,1594228862.4661267,-29.44
8755,8.0,,,,1594228862.4759026,-26.37
8756,8.0,,,,1594228862.4856787,-4.75
8757,8.0,,,,1594228862.4954548,-12.64
8758,8.0,,,,1594228862.5052311,-6.58
8759,8.0,,,,1594228862.515007,-6.66
8760,8.0,,,,1594228862.5247831,-0.87
8761,8.0,,,,1594228862.5345592,10.57
8762,8.0,,,,1594228862.5443356,10.36
8763,8.0,,,,1594228862.5541115,12.89
8764,8.0,,,,1594228862.5638876,-2.62
8765,8.0,,,,1594228862.5736635,1.51
8766,8.0,,,,1594228862.5834398,-21.08
8767,8.0,,,,1594228862.593216,-12.79
8768,8.0,,,,1594228862.602992,-15.75
8769,8.0,,,,1594228862.6127682,-7.42
8770,8.0,,,,1594228862.6225445,4.79
8771,8.0,,,,1594228862.6323204,-3.84
8772,8.0,,,,1594228862.6420965,4.02
8773,8.0,,,,1594228862.6518724,5.21
8774,8.0,,,,1594228862.6616488,4.41
8775,8.0,,,,1594228862.6714249,17.76
8776,8.0,,,,1594228862.681201,9.28
8777,8.0,,,,1594228862.6909769,-5.65
8778,8.0,,,,1594228862.7007532,-7.8
8779,8.0,,,,1594228862.7105293,-4.31
8780,8.0,,,,1594228862.7203054,-18.4
8781,8.0,,,,1594228862.7300816,6.73
8782,8.0,,,,1594228862.7398574,12.97
8783,8.0,,,,1594228862.7496338,3.37
8784,8.0,,,,1594228862.75941,18.09
8785,8.0,,,,1594228862.769186,12.47
8786,8.0,,,,1594228862.778962,3.57
8787,8.0,,,,1594228862.7887385,-10.16
8788,8.0,,,,1594228862.7985144,-14.12
8789,8.0,,,,1594228862.8082905,-9.55
8790,8.0,,,,1594228862.8180664,-15.38
8791,8.0,,,,1594228862.8278427,-3.42
8792,8.0,,,,1594228862.8376188,-7.66
8793,8.0,,,,1594228862.847395,4.25
8794,8.0,,,,1594228862.857171,11.18
8795,8.0,,,,1594228862.8669472,6.08
8796,8.0,,,,1594228862.8767233,0.95
8797,8.0,,,,1594228862.8864994,3.07
8798,8.0,,,,1594228862.8962755,18.26
8799,8.0,,,,1594228862.9060516,14.6
8800,8.0,,,,1594228862.9158278,1.35
8801,8.0,,,,1594228862.9256039,4.67
8802,8.0,,,,1594228862.93538,3.48
8803,8.0,,,,1594228862.945156,8.79
8804,8.0,,,,1594228862.9549322,7.15
8805,8.0,,,,1594228862.9647086,14.52
8806,8.0,,,,1594228862.9744847,1.16
8807,8.0,,,,1594228862.9842606,1.3
8808,8.0,,,,1594228862.9940367,9.19
8809,8.0,,,,1594228863.0038128,11.4
8810,8.0,,,,1594228863.0135891,-4.13
8811,8.0,,,,1594228863.023365,-4.4
8812,8.0,,,,1594228863.0331411,-0.02
8813,8.0,,,,1594228863.0429173,-2.57
8814,8.0,,,,1594228863.0526936,-22.2
8815,8.0,,,,1594228863.0624695,-35.33
8816,8.0,,,,1594228863.0722456,-17.9
8817,8.0,,,,1594228863.0820215,-15.78
8818,8.0,,,,1594228863.0917974,-4.13
8819,8.0,,,,1594228863.101574,-9.57
8820,8.0,,,,1594228863.11135,-3.45
8821,8.0,,,,1594228863.1211262,10.05
8822,8.0,,,,1594228863.1309025,6.24
8823,8.0,,,,1594228863.1406784,3.83
8824,8.0,,,,1594228863.1504545,-5.27
8825,8.0,,,,1594228863.1602304,10.11
8826,8.0,,,,1594228863.1700068,-12.18
8827,8.0,,,,1594228863.1797829,-16.76
8828,8.0,,,,1594228863.189559,-17.26
8829,8.0,,,,1594228863.1993349,-17.55
8830,8.0,,,,1594228863.2091112,4.05
8831,8.0,,,,1594228863.2188873,-7.8
8832,8.0,,,,1594228863.2286634,19.87
8833,8.0,,,,1594228863.2384396,10.58
8834,8.0,,,,1594228863.2482154,17.83
8835,8.0,,,,1594228863.2579918,2.42
8836,8.0,,,,1594228863.267768,-10.08
8837,8.0,,,,1594228863.277544,1.3
8838,8.0,,,,1594228863.28732,2.43
8839,8.0,,,,1594228863.2970965,11.6
8840,8.0,,,,1594228863.3068724,7.72
8841,8.0,,,,1594228863.3166485,8.08
8842,8.0,,,,1594228863.3264244,-1.3
8843,8.0,,,,1594228863.3362007,1.83
8844,8.0,,,,1594228863.3459768,8.81
8845,8.0,,,,1594228863.355753,6.67
8846,8.0,,,,1594228863.3655288,11.3
8847,8.0,,,,1594228863.3753052,5.4
8848,8.0,,,,1594228863.3850813,-15.06
8849,8.0,,,,1594228863.3948574,-28.09
8850,8.0,,,,1594228863.4046335,-10.0
8851,8.0,,,,1594228863.4144096,-24.17
8852,8.0,,,,1594228863.4241858,-8.0
8853,8.0,,,,1594228863.4339619,-20.1
8854,8.0,,,,1594228863.443738,-8.34
8855,8.0,,,,1594228863.453514,3.09
8856,8.0,,,,1594228863.4632902,-3.92
8857,8.0,,,,1594228863.4730663,-3.77
8858,8.0,,,,1594228863.4828427,-20.01
8859,8.0,,,,1594228863.4926186,1.8
8860,8.0,,,,1594228863.5023947,-6.39
8861,8.0,,,,1594228863.5121708,9.39
8862,8.0,,,,1594228863.5219474,10.5
8863,2.0,,,,1594228863.531723,-10.6
8864,2.0,,,,1594228863.5414991,38.46
8865,2.0,,,,1594228863.5512753,-47.1
8866,2.0,,,,1594228863.5610516,175.0
8867,2.0,,,,1594228863.5708275,135.36
8868,2.0,,,,1594228863.5806036,3.79
8869,2.0,,,,1594228863.5903795,-206.96
8870,2.0,,,,1594228863.6001554,182.22
8871,2.0,,,,1594228863.609932,-178.02
8872,2.0,,,,1594228863.619708,43.69
8873,2.0,,,,1594228863.6294842,257.9
8874,2.0,,,,1594228863.6392605,9.59
8875,2.0,,,,1594228863.6490364,-117.78
8876,2.0,,,,1594228863.6588125,65.54
8877,2.0,,,,1594228863.6685884,-117.69
8878,2.0,,,,1594228863.6783648,150.69
8879,2.0,,,,1594228863.6881409,-106.3
8880,2.0,,,,1594228863.697917,-75.7
8881,2.0,,,,1594228863.7076929,127.49
8882,2.0,,,,1594228863.7174695,-45.95
8883,2.0,,,,1594228863.7272453,72.82
8884,2.0,,,,1594228863.7370214,44.15
8885,2.0,,,,1594228863.7467976,-109.71
8886,2.0,,,,1594228863.7565734,-63.06
8887,2.0,,,,1594228863.7663498,-36.54
8888,2.0,,,,1594228863.776126,17.51
8889,2.0,,,,1594228863.785902,-6.66
8890,2.0,,,,1594228863.795678,32.85
8891,2.0,,,,1594228863.8054545,-54.87
8892,2.0,,,,1594228863.8152304,-0.81
8893,2.0,,,,1594228863.8250065,117.13
8894,2.0,,,,1594228863.8347824,-7.46
8895,2.0,,,,1594228863.8445587,30.65
8896,2.0,,,,1594228863.8543348,-51.76
8897,2.0,,,,1594228863.864111,-25.28
8898,2.0,,,,1594228863.8738868,-3.28
8899,2.0,,,,1594228863.8836632,-1.95
8900,2.0,,,,1594228863.8934393,-23.38
8901,2.0,,,,1594228863.9032154,10.56
8902,2.0,,,,1594228863.9129915,-6.13
8903,2.0,,,,1594228863.9227676,285.72
8904,2.0,,,,1594228863.9325438,-24.46
8905,2.0,,,,1594228863.9423199,-187.82
8906,2.0,,,,1594228863.952096,137.3
8907,2.0,,,,1594228863.961872,15.9
8908,2.0,,,,1594228863.9716482,-60.02
8909,2.0,,,,1594228863.9814243,3.72
8910,2.0,,,,1594228863.9912007,-100.16
8911,2.0,,,,1594228864.0009766,29.31
8912,2.0,,,,1594228864.0107527,20.64
8913,2.0,,,,1594228864.0205288,-118.24
8914,2.0,,,,1594228864.0303054,22.72
8915,2.0,,,,1594228864.040081,80.8
8916,2.0,,,,1594228864.0498571,-54.67
8917,2.0,,,,1594228864.0596333,8.77
8918,2.0,,,,1594228864.0694096,-93.89
8919,2.0,,,,1594228864.0791855,12.96
8920,2.0,,,,1594228864.0889616,121.52
8921,2.0,,,,1594228864.0987375,-101.0
8922,2.0,,,,1594228864.1085136,33.87
8923,2.0,,,,1594228864.11829,45.98
8924,2.0,,,,1594228864.128066,-50.06
8925,2.0,,,,1594228864.1378422,-69.25
8926,2.0,,,,1594228864.1476185,-92.17
8927,2.0,,,,1594228864.1573946,93.95
8928,2.0,,,,1594228864.1671705,14.3
8929,2.0,,,,1594228864.1769464,-36.08
8930,2.0,,,,1594228864.1867228,-41.72
8931,2.0,,,,1594228864.1964989,65.62
8932,2.0,,,,1594228864.206275,-88.41
8933,2.0,,,,1594228864.2160509,33.66
8934,2.0,,,,1594228864.2258275,-111.49
8935,2.0,,,,1594228864.2356033,136.14
8936,2.0,,,,1594228864.2453794,-29.47
8937,2.0,,,,1594228864.2551556,-173.59
8938,2.0,,,,1594228864.2649314,168.86
8939,2.0,,,,1594228864.2747078,-70.61
8940,2.0,,,,1594228864.284484,-86.27
8941,2.0,,,,1594228864.29426,213.7
8942,2.0,,,,1594228864.304036,-78.92
8943,2.0,,,,1594228864.3138125,9.33
8944,2.0,,,,1594228864.3235884,57.31
8945,2.0,,,,1594228864.3333645,-37.32
8946,2.0,,,,1594228864.3431404,97.04
